RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020
40,10,New Jersey,State,NJ,336740,336208,335505,335132,334748,334261,333519,332236,330445,328269,326251,324236,322263,320073,317775,315585,313317,311152,308919,307120,305537,304004,302136,300230,298566,297466,296756,295975,295187,294181,293363,292529,292199,292263,292708,293328,293984,294516,294900,295314,296159,297578,299319,301159,302734,304188,305613,306769,307801,308326,309405,310405,311425,311944,312268,312392,312246,311991,311613,311527,311811,312637,312913,313232,313258,313547,313607,313759,314126,314516,315058,315444,315424,315408,315332,315598,315740,316235,316810,317367,317817,318424,319011,319648,320517,321213,322375,323067,324411,325134,326271,327480,328871,330102,331303,332562,334035,335604,336935,338463,339433,340655,341352,341941,342471,342957,343584,344034,344466,344940,345695,346466,347623,348651,349692,349761,349165,348391,348067,348553,349722,351297,353150,355197,356659,358298,360130,363645,368019,372973,377956,382863
56,11,Virginia,State,VA,242239,242381,242632,242902,243104,242881,242119,241234,240471,239795,238877,237967,236996,236002,234956,234068,233290,232779,232414,232290,231941,231452,230883,230598,230350,230474,230643,230924,231273,231591,231996,232270,232720,233473,234493,235284,236069,236729,237580,238329,238990,239623,240380,241282,242306,243023,243688,244312,245178,245790,246261,246568,246850,247255,247638,247935,248071,248348,248641,248961,249003,249444,249914,250368,250778,251075,251416,251736,252145,252565,252867,253200,253595,253709,253859,254283,255030,255809,256541,257272,258050,258751,259608,260559,261558,262657,263576,264473,265074,265787,266406,267165,267886,268742,269656,270403,271255,271827,272696,273414,274436,275334,276220,276861,277410,277958,278646,279614,280610,281837,282947,283987,284710,285483,286307,287332,288333,289316,289786,290211,290689,291735,292777,293930,295095,296422,297991,299773,301827,304091,306920,309946
59,12,Washington,State,WA,265524,264205,263140,263412,263824,263145,261190,258577,256358,253870,251451,249078,247216,245850,243969,241691,238325,235798,233626,232258,230674,229224,227799,226653,225945,224946,224664,224543,225500,226623,228043,229439,230877,232589,234625,236651,238248,240003,242137,244605,247157,249132,251286,253318,255618,257397,258780,260015,261505,263335,264370,265334,265826,267334,268592,269699,270504,271826,273344,275122,277096,278611,280592,282409,284953,286924,288863,291363,294021,296782,299372,301912,304256,306974,309646,312368,314705,317288,320208,322841,325612,328102,331119,334086,337079,339994,342976,346310,349626,353037,356491,359842,362838,365978,368941,372504,375924,379825,383386,386841,389815,392196,393798,394971,396472,397982,399370,400192,401327,401900,402535,402903,404679,406641,408827,410121,411361,412374,414450,417607,421663,425734,430265,434094,436381,438251,441236,446456,452077,458438,464692,470937
26,13,Massachusetts,State,MA,334244,335714,336925,337877,338037,337944,337156,336244,334820,333610,332402,331570,330534,328991,327034,325191,323528,322407,321455,320689,319699,318298,316736,315300,314261,313165,312820,312812,313507,313929,314435,314858,315457,316670,318538,320708,322318,324817,327018,329377,331091,332906,334933,337077,339786,342308,344268,345296,346286,346822,348038,349404,350803,351862,352594,353395,353687,353796,354270,355808,357900,359613,360763,360938,361492,362100,363651,365253,366698,368306,369245,370017,370815,372600,374342,376467,378232,379988,380823,381873,383630,385623,387998,389893,391603,392541,393695,395593,397869,400456,403073,405087,407067,408609,410857,412838,415017,417583,420167,422092,423593,425253,427100,428439,428820,429164,429245,430061,430691,431159,431289,432021,433179,434736,435228,435432,435596,435988,436624,437654,439980,442412,445518,447992,450317,451813,454530,458975,464381,470280,476594,482963
22,14,Indiana,State,IN,118843,118901,118857,118942,118894,118860,118694,118397,117949,117483,117011,116649,116336,115965,115614,115169,114783,114453,114339,114418,114551,114605,114599,114475,114328,114219,114215,114286,114396,114421,114402,114328,114345,114487,114529,114633,114728,114965,115144,115376,115616,115929,116214,116507,116752,116946,117264,117628,118052,118415,118826,119178,119501,119779,120161,120546,120921,121293,121678,122053,122333,122578,122807,123121,123420,123723,123870,124048,124287,124557,124914,125301,125836,126302,126658,126951,127346,127892,128591,129253,129925,130543,131071,131520,131966,132585,133340,134177,134985,135718,136316,136991,137658,138547,139398,140295,140986,141753,142622,143604,144502,145443,146479,147457,148247,148801,149502,150362,151451,152245,152983,153572,154379,155113,155814,156549,157347,158159,158719,159134,159664,160421,161281,162268,163164,164147,165094,166246,167551,169027,170762,172651
8,15,Arizona,State,AZ,167744,166383,165138,164717,163905,162942,160635,158977,156766,155262,153280,151374,149414,147753,146681,144863,143143,141184,140302,139733,139499,139558,139631,140597,141306,142609,143536,145781,148596,151575,154222,156830,159931,162673,165675,167367,169588,170938,173250,175127,177090,179477,182278,184610,186547,188151,189058,190612,192303,194820,195590,195601,195458,195668,195552,195639,195419,195873,196938,198171,198594,198802,200220,202149,203889,204835,206156,207403,208915,209813,210542,211359,213000,214286,215155,215989,217016,218132,218748,219792,220898,222488,224045,225314,226269,227416,228772,230042,231216,232635,234377,235593,236894,238190,239729,241086,242564,244312,246012,247673,249281,250818,252181,253421,254769,255893,256893,257822,258905,260151,261175,262059,262969,264445,265892,267539,268752,270197,271690,273744,275506,277838,280222,284354,286636,288939,290626,294148,298405,303121,308435,314057
53,16,Tennessee,State,TN,138574,138488,138463,138409,138436,138332,138139,137799,137394,136937,136488,135987,135337,134768,134161,133712,133220,132871,132541,132275,131992,131689,131426,131209,131136,131057,131077,131103,131217,131275,131420,131543,131732,131885,132018,132206,132438,132769,133140,133559,133899,134274,134614,135119,135677,136363,137076,137686,138212,138605,138929,139196,139527,139941,140365,140709,140971,141179,141360,141706,142167,142721,143257,143810,144492,145136,145760,146363,147026,147760,148536,149221,149954,150706,151500,152202,152788,153383,154110,154908,155834,156761,157767,158770,159644,160413,161317,162420,163600,164765,165887,167001,167975,168915,169875,170909,171933,173078,174104,175147,176131,177214,178346,179407,180439,181423,182236,183028,183884,184737,185596,186367,187173,187916,188646,189519,190467,191437,192332,193225,194101,195322,196747,198226,199408,200566,201872,203433,205115,206968,209145,211507
32,17,Missouri,State,MO,132908,132608,132459,132501,132526,132257,131782,131167,130422,129662,128794,127976,127192,126541,125670,124698,123766,123137,122759,122404,122144,121815,121508,121108,120772,120567,120603,120813,121006,121055,120993,121031,121239,121368,121650,121946,122517,122895,123187,123269,123418,123689,124045,124374,124570,124936,125211,125572,125813,126145,126460,126816,127264,127710,128118,128472,128804,129119,129478,129779,129961,130149,130470,131016,131518,132017,132465,132964,133461,133929,134321,134863,135424,136068,136605,137097,137677,138285,138988,139629,140287,141009,141833,142532,143252,143971,144742,145462,146018,146604,147172,147865,148712,149551,150349,151064,151786,152458,153240,154099,155045,155870,156666,157424,157983,158510,159021,159762,160607,161456,162146,162699,163353,163969,164470,164703,165026,165408,165868,166333,167019,167828,168693,169430,170071,170904,171981,173464,175065,176777,178604,180509
27,18,Maryland,State,MD,287232,286306,285398,284739,284775,284346,283562,281918,280345,278509,276377,274165,272208,271109,270300,269204,267591,266118,264684,263541,262340,261664,261142,260706,259916,259226,258787,258749,258862,259130,259709,260501,261331,261942,262647,263626,265020,266366,267810,269211,271042,272738,274492,276001,277693,279299,281027,282266,283401,284342,284869,285487,285421,285722,285692,286055,286103,286306,286530,286680,286650,286558,287011,287101,287433,287402,287696,287854,288067,288228,288023,288471,289000,289850,290336,291179,292336,293276,294346,295090,296354,297336,298549,299421,300646,301702,302709,303425,303905,304729,305184,306175,307059,308421,309745,310972,311548,312314,313192,314643,315841,316924,317888,318404,318635,318715,319093,319629,320650,321360,321792,321923,322551,323337,323647,323758,323737,323861,323811,323885,324680,325288,326345,327192,328626,330196,332414,335079,338277,341653,345340,349237
60,19,Wisconsin,State,WI,156601,156801,157008,156962,156805,156305,155660,154540,153202,151993,150858,149988,149051,148101,147049,145859,144672,143753,142907,142494,142232,142043,141839,141510,141186,140817,140477,140240,140251,140317,140517,140516,140557,140460,140540,140572,140781,140709,141010,141531,142390,143088,143721,144444,145295,146120,146703,147150,147566,148236,148969,149349,149503,149706,150122,150398,150474,150580,150878,151352,151799,152327,152643,153173,153521,153808,153967,154174,154530,154988,155601,156232,156820,157358,157836,158383,159098,160056,160946,161974,163029,164150,165050,165867,166731,167612,168513,169430,170323,171287,172258,173236,174079,174830,175725,176841,178135,179260,180409,181419,182597,183537,184438,185115,185924,186711,187471,188126,188706,189608,190632,191760,192615,193411,194189,194979,195618,196418,196966,197741,198470,199510,200497,201576,202650,203848,205154,206839,208725,210644,212906,215162
31,20,Minnesota,State,MN,190895,191168,191530,191862,191990,191464,190609,189093,187399,185710,184322,182627,181042,179223,177724,176018,174338,172814,171551,170782,170168,169562,168839,168217,167772,167710,167949,168529,169039,169824,170664,171708,172916,174395,176017,177644,179093,180131,180899,181684,183264,185021,186993,188791,190560,192220,193580,194740,195976,197298,198845,200163,201120,201687,201914,201953,201896,201847,202005,202495,202963,203886,204703,205776,206503,207200,207927,208748,209752,210725,211830,212903,214204,215306,216288,216975,217645,218590,219842,221371,222723,224141,225372,226541,227515,228528,229775,231321,233068,234681,236034,237023,238066,239022,240339,241791,243410,245045,246671,248122,249305,250273,251228,252404,253432,254464,255266,256166,257097,258039,258712,259552,260507,261808,262937,263783,264651,265379,266047,266792,267523,268622,269829,271446,272628,273735,274846,276648,278638,280910,283455,286061
10,21,Colorado,State,CO,244102,244486,244745,244650,244280,243599,242822,241891,240879,239927,238985,238072,237154,236182,235261,234452,233504,232802,232140,231995,231990,232066,232184,232384,232689,233054,233510,234316,235663,237249,238939,240236,241632,243045,244601,246060,247737,249555,251690,253528,255245,256850,258725,260922,262897,264677,266218,267947,269430,270925,272147,273603,275141,276858,278565,280046,281745,283751,286136,288664,291519,294409,297303,300052,303069,306085,309045,312104,315282,318432,321320,323996,326329,328717,331250,334074,336586,338960,341502,344140,346535,348713,351124,353574,356362,359132,362021,364470,366762,369006,370982,372874,374906,377236,379417,382026,384373,386620,388618,391073,393898,396585,399007,401058,402969,404882,406946,408326,409293,410485,411527,412426,412544,413167,413915,415009,415994,416657,417337,418661,420915,423034,425171,427153,428705,430020,431720,434676,438213,442513,447412,452755
4,22,Alabama,State,AL,127072,126906,126501,126069,125548,125088,124486,123909,123402,122977,122434,121800,121013,120353,119871,119557,119279,118997,118719,118464,118132,117777,117337,117064,117005,116986,116963,116778,116731,116652,116676,116641,116718,116806,117044,117207,117378,117517,117729,117933,117986,118056,118142,118379,118580,118784,118960,119179,119322,119440,119489,119668,119975,120337,120648,120903,121080,121294,121516,121706,121904,122098,122379,122586,122772,122926,123159,123349,123612,123778,123936,124116,124392,124749,125076,125452,125763,126115,126355,126645,126889,127280,127730,128172,128503,128773,129073,129405,129761,130033,130358,130769,131323,131831,132231,132755,133294,133882,134395,134943,135545,136222,136933,137542,138052,138512,139049,139482,139979,140487,141030,141546,142050,142712,143390,143997,144445,144952,145577,146362,147147,147960,148808,149715,150622,151432,152257,153320,154618,156000,157374,158757
51,23,South Carolina,State,SC,157604,157406,157081,156869,156806,156662,156260,155743,155152,154496,153827,152935,151923,150785,149917,149064,148309,147640,147212,146777,146285,145778,145325,145203,145261,145500,145452,145423,145310,145225,145020,144832,144890,145085,145315,145429,145482,145575,145929,146326,146724,147134,147639,148291,148856,149368,149870,150348,150900,151358,151656,151841,152116,152470,152894,153268,153628,153936,154211,154528,154906,155427,156085,156767,157364,157928,158475,158940,159395,159949,160601,161283,161955,162485,163008,163517,164220,164910,165571,166335,167180,168070,168867,169633,170171,170827,171385,172240,172971,173782,174538,175297,175991,176680,177433,178207,179216,180236,181475,182449,183358,184145,184965,185793,186620,187340,188130,188974,189870,190665,191238,191835,192343,192992,193661,194360,194948,195547,196114,196779,197484,198216,199078,199874,200891,201873,203031,204329,205859,207590,209470,211422
25,24,Louisiana,State,LA,153558,153741,154007,153948,153972,153904,153751,153495,153338,153179,152955,152567,151792,150977,150075,149482,148954,148639,148495,148431,148311,148263,148178,148082,148083,148069,148237,148454,148733,148881,148828,148821,148877,148948,148889,148892,148971,149232,149519,149719,149955,150321,150830,151278,151503,151695,151942,152341,152832,153262,153578,153837,153839,153743,153627,153774,154019,154299,154823,155177,155478,155682,156129,156538,156982,157394,157879,158170,158546,158952,159237,159610,159807,160133,160180,160429,160816,161382,161885,162344,162769,163109,163374,163518,163753,163904,164406,164965,165596,165912,166242,166539,166964,167358,167919,168516,169232,169818,170061,170060,169904,169998,170017,170227,170268,170437,170319,170163,169938,169959,170096,170291,170679,171040,171387,171480,171581,171604,171825,172453,173157,173757,174214,174808,175157,175448,175809,176538,177389,178337,179341,180153
24,25,Kentucky,State,KY,115030,115040,115104,115202,115309,115261,115134,114961,114818,114660,114296,113855,113290,112763,112240,111808,111462,111210,111006,110851,110663,110480,110456,110473,110561,110630,110732,110859,110920,110893,110868,110807,110909,111000,111117,111170,111308,111469,111705,111824,111986,112184,112439,112807,113056,113346,113554,113797,113886,114059,114126,114346,114546,114877,115214,115405,115603,115794,116096,116466,116964,117335,117742,118056,118440,118720,118988,119370,119816,120233,120600,120943,121335,121836,122344,122895,123392,123972,124516,125075,125593,126210,126840,127470,127994,128495,129108,129795,130535,131199,131878,132527,133210,133828,134579,135285,136054,136732,137383,137924,138413,138943,139526,140009,140422,140782,141002,141363,141882,142628,143280,143954,144746,145567,146300,146875,147424,147917,148313,148816,149430,150060,150679,151331,151954,152536,153119,154085,155169,156416,157876,159286
46,26,Oregon,State,OR,242590,241954,241695,241327,240381,238953,237401,235590,233287,231140,229413,227767,226046,223971,221552,219202,217282,216078,215238,214484,213923,213093,212212,211211,210551,210186,210485,211158,212107,212982,213817,215078,216395,218190,219429,221035,222737,225376,227931,230617,233226,235513,237710,239287,241073,242499,244764,247015,249269,250664,251670,252625,253329,254507,255601,257040,258448,260088,261646,262933,264168,265843,267920,269764,271721,273745,276067,278683,281209,283829,286298,288918,291665,293813,296055,298635,301865,304947,308045,310650,313341,315729,317943,320365,322668,325388,327667,330066,331904,333502,334851,336537,338315,340153,342081,343896,345636,347654,349994,352100,353978,355912,357963,359445,360436,361086,362166,363436,364956,365955,366370,366602,367085,368214,369098,370069,370336,371308,371963,373452,375288,377407,379906,381898,383642,384910,386923,389994,394237,398584,403523,408328
45,27,Oklahoma,State,OK,107668,107806,108046,108291,108464,108400,108114,107775,107412,107104,106643,106323,106044,105885,105596,105213,104785,104490,104433,104478,104639,104645,104623,104498,104400,104395,104442,104615,104882,105120,105284,105374,105357,105425,105624,105967,106275,106438,106619,106867,107040,107263,107494,107828,108187,108408,108623,108770,109061,109341,109605,109772,110052,110292,110587,110829,111136,111695,112197,112641,112916,113286,113725,114126,114417,114721,114994,115262,115443,115386,115368,115434,115774,116170,116546,116888,117226,117595,117978,118334,118673,119072,119446,119834,120037,120285,120513,120935,121339,121724,122014,122339,122751,123206,123628,124025,124411,124620,124840,125019,125345,125557,125805,126042,126333,126687,127023,127405,127709,128260,128740,129171,129471,129973,130573,131156,131656,132147,132766,133368,134169,134846,135639,136343,136974,137507,138072,138861,139752,140706,141689,142785
11,28,Connecticut,State,CT,283768,282768,282648,283041,283453,283484,282964,282020,280805,279006,276908,274838,273701,272741,271118,269140,267156,266020,264794,263290,261599,259886,258721,257395,255977,254491,253359,252130,250933,249210,248146,247619,247441,247758,248177,249236,250257,250824,251576,252769,254512,256149,257255,258361,259514,260409,261020,261013,260767,260750,260373,260001,259116,258780,258447,257858,257096,256628,256503,256375,256229,256265,256705,257057,257465,257521,257673,257901,258367,258258,257624,257289,257459,257864,257907,257586,257406,257310,257413,257360,257172,257529,258381,259353,260293,260908,261534,262355,263214,264023,264854,265773,266855,267702,268689,269196,269596,269699,270148,270560,271082,271717,272166,272630,272562,272578,272266,272647,272594,273168,273567,274387,275042,275394,275289,274857,274327,273914,273755,273950,274954,275691,276858,278087,279405,280933,283031,286085,289830,293901,298349,302784
19,29,Iowa,State,IA,122303,122398,122631,122807,122890,122794,122582,122320,121984,121604,121221,120831,120557,120235,119877,119499,119157,118937,118818,118823,118884,118928,119002,119079,119025,118956,118949,119082,119282,119485,119751,119979,120263,120658,121074,121480,121922,122374,122634,122738,122846,123111,123359,123626,123852,124058,124217,124455,124695,125024,125465,126011,126473,126788,127027,127210,127439,127652,127887,128083,128399,128691,129042,129372,129790,130205,130647,131129,131613,132090,132583,133019,133370,133730,134113,134486,134868,135296,135776,136215,136581,136979,137399,137902,138508,139110,139708,140245,140743,141266,141736,142234,142729,143199,143719,144247,144621,144932,145244,145772,146339,146693,147027,147414,147950,148468,148851,149262,149742,150326,150839,151243,151598,152080,152516,153056,153475,153943,154215,154574,154904,155017,155152,155281,155732,156134,156665,157088,157593,158137,158957,159765
34,30,Mississippi,State,MS,111182,111055,110899,110711,110485,110317,109969,109621,109240,108939,108651,108501,108411,108273,108094,107864,107712,107519,107511,107476,107505,107399,107318,107151,106975,106807,106630,106567,106532,106562,106561,106543,106413,106295,106208,106148,106090,106024,106072,106008,105909,105753,105589,105467,105431,105438,105420,105446,105469,105583,105680,105895,106132,106355,106635,106974,107369,107826,108322,108836,109346,109800,110176,110522,110850,111237,111572,111852,112063,112272,112433,112570,112708,112882,113127,113349,113598,113883,114196,114571,114910,115181,115440,115748,116103,116398,116697,117043,117400,117675,117926,118188,118521,118881,119274,119598,119945,120312,120668,120983,121332,121771,122231,122661,123117,123525,123905,124249,124596,125013,125492,126088,126599,127094,127481,127953,128315,128647,128929,129234,129633,129876,130151,130262,130634,130997,131559,132042,132642,133347,134164,135064
6,31,Arkansas,State,AR,106301,106362,106400,106403,106421,106332,106097,105858,105495,105156,104687,104275,103865,103571,103335,103080,102716,102455,102360,102369,102430,102517,102589,102616,102615,102653,102800,103057,103429,103741,103965,104133,104359,104562,104829,105133,105474,105717,105804,105834,105868,105967,106132,106306,106434,106536,106572,106566,106593,106736,107001,107260,107494,107643,107728,107837,108018,108283,108566,108865,109130,109335,109471,109644,109775,110009,110289,110639,110956,111232,111545,111840,112151,112478,112844,113208,113618,114029,114383,114668,114965,115318,115686,116061,116457,116827,117253,117620,118056,118452,118998,119547,120046,120472,120905,121390,121878,122409,122897,123418,123866,124267,124616,124917,125302,125680,126135,126640,127145,127581,127931,128342,128801,129286,129689,130148,130607,131092,131320,131576,131852,132321,132804,133398,133834,134331,134805,135522,136284,137134,138248,139413
23,32,Kansas,State,KS,125665,125498,125518,125485,125484,125318,125010,124542,124055,123703,123397,123084,122749,122470,121949,121337,120891,120554,120342,120135,120019,119771,119514,119273,119245,119327,119493,119648,119684,119829,119945,120120,120140,120223,120378,120581,120663,120632,120855,121147,121497,121583,121680,121753,121961,122201,122433,122698,122927,123188,123163,123187,123204,123439,123763,124146,124551,124876,125221,125527,125913,126252,126734,127232,127782,128340,128801,129231,129551,129952,130300,130646,130968,131415,131844,132238,132697,133182,133726,134223,134732,135216,135677,136177,136710,137298,137952,138645,139150,139552,139997,140567,141226,141889,142624,143373,144091,144721,145270,145800,146447,147098,147595,148012,148468,148956,149539,150059,150645,151141,151668,152188,152719,153339,154006,154629,155143,155532,155672,155928,156338,156970,157686,158516,159332,160052,160805,161816,162957,164276,165833,167439
55,33,Utah,State,UT,227439,226772,226076,225529,224789,223699,222029,219969,218447,216944,215249,212989,211211,209536,208415,206917,205751,204583,204039,203986,203385,202780,202228,202570,202826,203336,203665,204418,205529,206677,207715,208672,210313,212277,214439,216690,218849,221080,223220,225863,228163,230936,233551,236087,238231,239920,241322,242115,242994,243773,244710,244867,245098,245150,245169,245287,245264,245935,246905,248021,249208,250337,251841,253598,255209,256655,258312,260426,262721,264635,266073,267577,269263,271008,272370,273640,275429,277442,279595,281126,283113,285063,287544,289867,292043,294089,296438,299045,301575,304155,306485,309079,311020,313094,315120,317647,319870,322574,325168,328232,331028,333528,336095,338328,340839,343488,346264,348737,351458,353771,355984,357264,358138,359431,360715,362405,363861,364855,366238,367323,370246,372601,375947,378444,380989,383190,385929,390018,394824,400580,406740,414067
42,34,Nevada,State,NV,169537,168612,168002,166759,165606,165356,164828,164141,162573,161030,160066,159107,157249,155074,152948,151303,150182,148337,147071,145124,144315,143523,142863,142326,142181,142106,141937,142185,142636,143875,144873,146879,148757,150765,152887,155377,158441,161859,166089,170025,174326,178714,183554,187880,191996,195565,198898,201128,203146,204986,206594,207842,208381,208771,209678,210413,210648,211801,213106,215731,217300,219028,220282,221820,223877,225383,226109,227238,228990,230571,231564,233064,235172,237117,238187,239786,241171,242915,244277,245685,247001,247594,248761,248382,249213,250067,253326,255725,258216,260603,263880,266674,270122,274226,278678,283003,285999,289343,291442,294142,296883,300921,304580,308196,310142,311336,311679,313189,314741,316302,316592,317198,317713,318196,317365,315976,314569,314798,316096,317367,319126,320896,323955,326618,326776,325867,325801,328632,332509,335850,339270,342856
41,35,New Mexico,State,NM,183579,183165,183146,182643,182233,181031,179916,178725,177736,176121,174593,173329,172983,172669,172380,171587,170444,169292,168651,168207,167882,167637,167428,167263,166849,166482,165893,165642,165681,165914,166104,166046,166410,166524,166841,166400,166044,165763,166205,166783,167510,168311,168935,169883,170059,170640,170754,171870,172799,173590,173664,173510,173292,172850,172493,171946,172053,172175,172902,173129,173163,173015,172992,173375,173624,174091,174557,175301,175687,175678,175148,174959,175339,176059,177036,177612,178290,178777,179323,179461,179781,180576,181728,182735,183138,183395,183316,183641,184045,184723,185469,186288,187009,187230,187547,187713,188193,188943,190117,191221,192054,192658,192930,193460,194037,195368,196416,197694,198819,199701,200370,201053,201989,203224,204450,205626,206621,207190,207658,208358,209308,210427,211745,213332,214893,216136,217569,219371,221498,223878,226691,229483
61,36,West Virginia,State,WV,90480,90437,90579,90778,90942,91025,91063,91109,91046,90910,90711,90538,90319,90088,89711,89445,89271,89267,89227,89178,89206,89278,89408,89470,89507,89539,89591,89624,89600,89577,89622,89684,89767,89837,89923,89985,90129,90327,90589,90806,91010,91186,91398,91601,91866,92138,92434,92676,92831,92885,92934,93040,93211,93370,93515,93699,93927,94196,94433,94665,94822,95057,95272,95541,95757,95981,96191,96377,96590,96769,96970,97150,97460,97711,97980,98152,98357,98517,98673,98803,98866,98913,98930,99022,99068,99175,99294,99519,99780,100098,100447,100856,101276,101763,102271,102690,103058,103388,103701,103935,104077,104206,104298,104388,104545,104662,104875,105141,105532,105929,106325,106710,107065,107427,107790,108215,108562,108846,108669,108579,108595,108801,108979,109182,109537,109868,110177,110518,110920,111414,112253,113063
38,37,Nebraska,State,NE,129288,129613,129492,129771,129738,129598,128746,127901,127070,126355,125708,125300,125113,125054,124887,124273,123887,123643,123811,124027,124103,124310,124401,124333,123832,123258,123181,123466,123927,124252,124672,125011,125557,125839,126372,126897,127995,128945,129446,129538,129532,129828,130103,130461,130749,131151,131463,131756,131749,131936,132379,133210,133852,134267,134590,134882,135165,135430,135721,136242,136839,137618,138339,138998,139662,140299,140904,141530,142105,142715,143370,143852,144370,144596,144825,144995,145464,146145,146988,147854,148761,149628,150376,151144,151917,152929,154121,155337,156267,157012,157732,158468,159286,160211,161241,162271,163181,164061,164743,165545,166484,167504,168317,169051,169739,170381,171068,171897,172798,173476,174170,174941,175863,176710,177568,178378,179077,179581,179931,180334,181009,181776,182660,183419,183995,184545,185224,186286,187547,189095,190871,192694
